state_name,land_use_name,hour_of_crash,atmospheric_conditions_name,consecutive_number,body_type_name,number_of_fatalities
Wyoming,Rural,3,Snow,560099,Standard Pickup,1
Idaho,Rural,16,Blowing Snow,160226,Utility Station Wagon,2
Arkansas,Urban,3,Clear,50006,Standard Pickup,1
Texas,Urban,15,Clear,482027,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Florida,Urban,19,Clear,121570,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arizona,Rural,19,Clear,40186,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
Arizona,Rural,19,Clear,40186,Utility Station Wagon,2
California,Rural,0,Clear,60424,Utility Station Wagon,4
Louisiana,Rural,23,Clear,220503,Standard Pickup,1
Mississippi,Urban,15,Clear,280190,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
New Mexico,Urban,6,Clear,350035,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
California,Urban,6,Clear,63236,Motorcycle,1
California,Urban,6,Clear,63236,Standard Pickup,1
Missouri,Urban,20,Clear,290496,4-Door Sedan/Hardtop,1
Missouri,Urban,14,Clear,290501,Station Wagon (Excluding Van and Truck-Based),1
Oklahoma,Urban,12,Clear,400508,4-Door Sedan/Hardtop,1
Texas,Urban,10,Clear,481521,Motorcycle,1
California,Urban,13,Clear,60675,4-Door Sedan/Hardtop,2
Idaho,Rural,5,Clear,160088,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
New Mexico,Rural,13,Clear,350143,Minivan,1
New Mexico,Rural,13,Clear,350143,Motorcycle,1
Oklahoma,Rural,3,Clear,400563,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Tennessee,Urban,10,Clear,470779,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Rural,21,Clear,481784,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Illinois,Rural,14,Clear,170446,Three-Wheel Motorcycle/Moped- Not All-Terrain Vehicle,1
Kentucky,Rural,4,Clear,210156,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
Kentucky,Rural,4,Clear,210156,4-Door Sedan/Hardtop,2
Kentucky,Rural,4,Clear,210156,4-Door Sedan/Hardtop,2
New Mexico,Rural,12,Clear,350188,Other or Unknown Automobile Type,1
Florida,Rural,18,Clear,121160,Single Unit Straight Truck or Cab-Chassis (GVWR Unknown) (Since 2011),1
Louisiana,Rural,8,Clear,220634,Motorcycle,1
Arkansas,Rural,16,Clear,50189,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Indiana,Rural,16,Clear,180698,Utility Station Wagon,1
Alabama,Rural,14,Clear,10131,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Alabama,Rural,13,Clear,10135,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Oklahoma,Rural,21,Clear,400561,Standard Pickup,1
Georgia,Rural,19,Clear,131106,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Kansas,Rural,1,Clear,200269,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Illinois,Rural,1,Clear,170719,"Convertible (Excludes Sunroof, T-Bar)",2
Arizona,Rural,3,Clear,40476,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),3
Florida,Rural,20,Clear,120105,Standard Pickup,1
New Mexico,Rural,22,Clear,350164,4-Door Sedan/Hardtop,1
Arkansas,Rural,20,Clear,50170,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
New York,Rural,4,Clear,360039,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Carolina,Rural,5,Clear,450761,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Nevada,Rural,4,Clear,320236,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Nevada,Rural,23,Clear,320234,4-Door Sedan/Hardtop,1
Florida,Urban,4,Clear,121386,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Indiana,Urban,6,Clear,180192,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
California,Urban,1,Clear,61714,4-Door Sedan/Hardtop,1
Arkansas,Urban,1,Clear,50417,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
California,Urban,19,Clear,61469,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,9,Clear,122803,Motorcycle,1
Florida,Urban,9,Clear,122434,Large Van – Includes Van-Based Buses,1
Florida,Urban,9,Clear,122434,Large Van – Includes Van-Based Buses,1
Minnesota,Urban,17,Clear,270204,4-Door Sedan/Hardtop,1
Minnesota,Urban,17,Clear,270204,Motorcycle,1
Minnesota,Urban,17,Clear,270204,Station Wagon (Excluding Van and Truck-Based),1
Minnesota,Urban,17,Clear,270204,Standard Pickup,1
Minnesota,Urban,17,Clear,270204,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
New Jersey,Urban,18,Clear,340155,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Washington,Urban,18,Clear,530112,Motorcycle,1
Connecticut,Urban,8,Clear,90258,Standard Pickup,1
Texas,Urban,18,Clear,481229,Motorcycle,1
Massachusetts,Urban,17,Clear,250083,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arizona,Urban,15,Clear,40524,Motorcycle,1
Pennsylvania,Urban,17,Clear,420047,3-Door/2-Door Hatchback,1
Texas,Urban,12,Clear,481226,4-Door Sedan/Hardtop,1
Michigan,Urban,20,Clear,260209,Motorcycle,1
Georgia,Urban,7,Clear,130117,Standard Pickup,1
New Hampshire,Urban,13,Clear,330063,4-Door Sedan/Hardtop,1
Louisiana,Urban,16,Clear,220033,Utility Station Wagon,1
South Carolina,Urban,17,Clear,450637,Motorcycle,1
Illinois,Urban,5,Clear,170827,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Washington,Urban,0,Clear,530226,Standard Pickup,1
Washington,Urban,0,Clear,530226,Motorcycle,1
Texas,Rural,1,Clear,480432,Standard Pickup,1
Mississippi,Rural,4,Clear,280514,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Texas,Rural,18,Clear,482966,Standard Pickup,1
Indiana,Rural,1,Clear,180042,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Illinois,Urban,19,Clear,170710,Motorcycle,1
Florida,Urban,19,Clear,122733,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
California,Rural,2,Clear,61863,Standard Pickup,2
Illinois,Rural,22,Clear,170824,4-Door Sedan/Hardtop,1
Arizona,Rural,5,Clear,40122,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Illinois,Rural,6,Clear,170828,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2
New Mexico,Rural,13,Clear,350175,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
New Mexico,Rural,13,Clear,350175,Standard Pickup,1
Florida,Rural,15,Clear,120255,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Pennsylvania,Rural,15,Clear,420568,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Wyoming,Rural,19,Clear,560027,Large Van – Includes Van-Based Buses,1
California,Rural,0,Clear,60154,4-Door Sedan/Hardtop,1
Louisiana,Urban,2,Clear,220387,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Pennsylvania,Rural,23,Clear,420727,4-Door Sedan/Hardtop,1
Pennsylvania,Rural,23,Clear,420727,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Texas,Rural,21,Clear,480447,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
Wyoming,Rural,5,Clear,560084,Standard Pickup,1
Arizona,Rural,23,Clear,40338,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Arizona,Rural,21,Clear,40568,"Medium/Heavy Pickup (GVWR > 10,000 lbs)",1
Pennsylvania,Rural,12,Clear,421069,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Urban,22,Clear,481800,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Florida,Rural,14,Clear,120630,Motorcycle,1
Arizona,Rural,21,Clear,40619,4-Door Sedan/Hardtop,1
New Mexico,Rural,3,Clear,350022,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Florida,Rural,22,Clear,122127,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Idaho,Rural,22,Clear,160110,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Montana,Rural,0,Clear,300161,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arizona,Rural,2,Clear,40540,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Utah,Rural,20,Clear,490220,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Kentucky,Rural,21,Clear,210404,4-Door Sedan/Hardtop,1
Tennessee,Rural,14,Clear,470455,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Indiana,Rural,5,Clear,180524,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Colorado,Rural,18,Clear,80391,Standard Pickup,1
South Carolina,Rural,4,Clear,450408,Standard Pickup,1
Arizona,Rural,11,Clear,40686,Motorcycle,1
Nebraska,Rural,9,Clear,310094,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Utah,Rural,15,Clear,490196,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arkansas,Rural,7,Clear,50217,Motorcycle,2
Idaho,Rural,16,Clear,160225,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Idaho,Rural,17,Clear,160168,Utility Station Wagon,1
California,Rural,14,Clear,61513,Minivan,1
Wyoming,Rural,16,Clear,560047,Large Van – Includes Van-Based Buses,1
New Mexico,Rural,10,Clear,350180,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
New Mexico,Rural,10,Clear,350180,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Idaho,Rural,20,Clear,160082,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Illinois,Rural,17,Clear,170404,Standard Pickup,1
California,Rural,9,Clear,61290,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
California,Rural,18,Clear,60949,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Maryland,Rural,17,Clear,240233,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
Washington,Rural,15,Clear,530221,Standard Pickup,1
Illinois,Rural,13,Clear,171059,Minivan,1
Tennessee,Rural,18,Clear,470207,4-Door Sedan/Hardtop,1
Ohio,Rural,17,Clear,390256,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
New Mexico,Rural,10,Clear,350150,4-Door Sedan/Hardtop,1
Iowa,Rural,18,Clear,190157,Large Van – Includes Van-Based Buses,1
Texas,Rural,15,Clear,482134,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Texas,Rural,15,Clear,482134,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Florida,Rural,0,Clear,122281,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
California,Rural,0,Clear,62447,Station Wagon (Excluding Van and Truck-Based),1
Wisconsin,Rural,3,Clear,550455,Minivan,1
Alabama,Rural,15,Clear,10828,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Texas,Rural,11,Clear,481734,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
South Carolina,Rural,17,Clear,450205,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Tennessee,Rural,15,Clear,470652,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Tennessee,Rural,16,Clear,470845,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Montana,Rural,18,Clear,300020,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Montana,Rural,2,Clear,300043,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Alabama,Rural,3,Clear,10245,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
South Dakota,Rural,0,Clear,460017,Standard Pickup,1
Mississippi,Rural,1,Clear,280534,Standard Pickup,2
Mississippi,Rural,1,Clear,280534,4-Door Sedan/Hardtop,2
Mississippi,Rural,1,Clear,280534,4-Door Sedan/Hardtop,2
Arizona,Rural,18,Clear,40189,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,16,Clear,120197,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Utah,Rural,21,Clear,490105,Minivan,1
Utah,Rural,19,Clear,490179,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Rural,18,Clear,482572,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Rural,3,Clear,482195,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Wyoming,Rural,20,Clear,560055,Station Wagon (Excluding Van and Truck-Based),1
Tennessee,Rural,2,Clear,470685,Motorcycle,1
Ohio,Rural,6,Clear,390831,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Ohio,Rural,6,Clear,390831,4-Door Sedan/Hardtop,1
Arizona,Rural,21,Clear,40030,4-Door Sedan/Hardtop,1
Mississippi,Rural,20,Clear,280145,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Idaho,Rural,1,Clear,160078,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
California,Rural,4,Clear,60850,Station Wagon (Excluding Van and Truck-Based),2
Indiana,Rural,15,Clear,180204,Standard Pickup,1
Tennessee,Rural,23,Clear,470050,4-Door Sedan/Hardtop,1
Mississippi,Rural,5,Clear,280557,Standard Pickup,1
Washington,Rural,7,Clear,530286,Single Unit Straight Truck or Cab-Chassis (GVWR Unknown) (Since 2011),1
Washington,Rural,7,Clear,530286,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Tennessee,Urban,4,Clear,470633,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Rural,23,Clear,480090,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arizona,Rural,19,Clear,40622,4-Door Sedan/Hardtop,1
Arizona,Rural,4,Clear,40146,Station Wagon (Excluding Van and Truck-Based),2
Iowa,Rural,4,Clear,190189,Motorcycle,1
West Virginia,Rural,17,Clear,540158,Standard Pickup,2
Pennsylvania,Rural,8,Clear,420345,Minivan,1
Pennsylvania,Rural,9,Clear,420428,2-Door Sedan/Hardtop/Coupe,1
Iowa,Rural,10,Clear,190144,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Alabama,Rural,15,Clear,10694,Utility Station Wagon,2
Texas,Rural,14,Clear,480502,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Nevada,Rural,20,Clear,320177,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Illinois,Rural,4,Clear,170417,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
New Mexico,Rural,7,Clear,350311,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
New Mexico,Rural,10,Clear,350324,5-Door/4-Door Hatchback,1
Nebraska,Rural,13,Clear,310122,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Rural,9,Clear,481772,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
New Mexico,Rural,19,Clear,350277,4-Door Sedan/Hardtop,2
New Mexico,Rural,19,Clear,350277,5-Door/4-Door Hatchback,2
Washington,Urban,22,Clear,530216,4-Door Sedan/Hardtop,1
New Jersey,Urban,18,Clear,340379,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Illinois,Urban,11,Clear,170681,Motorcycle,1
Georgia,Urban,17,Clear,130919,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,16,Clear,121043,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Florida,Urban,16,Clear,121043,4-Door Sedan/Hardtop,1
Florida,Urban,16,Clear,121043,Motorcycle,1
Georgia,Urban,6,Clear,130770,4-Door Sedan/Hardtop,1
Colorado,Urban,15,Clear,80298,2-Door Sedan/Hardtop/Coupe,1
Arizona,Urban,16,Clear,40769,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",2
Texas,Urban,9,Clear,482747,Standard Pickup,3
Texas,Urban,9,Clear,482747,Standard Pickup,3
New Mexico,Urban,20,Clear,350245,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arizona,Urban,8,Clear,40685,Standard Pickup,1
Massachusetts,Urban,16,Clear,250331,Standard Pickup,1
New Mexico,Urban,8,Clear,350048,4-Door Sedan/Hardtop,1
Arizona,Urban,11,Clear,40438,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
New Mexico,Urban,11,Clear,350207,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Tennessee,Urban,4,Clear,470749,5-Door/4-Door Hatchback,1
Florida,Urban,18,Clear,121559,Motorcycle,1
Minnesota,Urban,18,Clear,270133,Motorcycle,1
Massachusetts,Urban,10,Clear,250032,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,19,Clear,121084,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Florida,Urban,19,Clear,121084,Motorcycle,1
Florida,Urban,19,Clear,121084,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Arkansas,Urban,23,Clear,50051,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Carolina,Urban,3,Clear,450131,4-Door Sedan/Hardtop,1
Mississippi,Urban,18,Clear,280033,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Tennessee,Urban,5,Clear,470293,4-Door Sedan/Hardtop,1
Florida,Urban,2,Clear,120158,Motorcycle,1
Oklahoma,Urban,18,Clear,400108,Motorcycle,1
Nebraska,Urban,2,Clear,310155,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Nebraska,Urban,2,Clear,310155,3-Door/2-Door Hatchback,1
Pennsylvania,Urban,9,Clear,420435,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
California,Urban,5,Clear,60345,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,16,Clear,121943,5-Door/4-Door Hatchback,1
Florida,Urban,16,Clear,121943,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,16,Clear,121943,4-Door Sedan/Hardtop,1
Texas,Urban,15,Clear,482926,Motorcycle,1
Texas,Urban,19,Clear,482462,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,16,Clear,121784,2-Door Sedan/Hardtop/Coupe,1
California,Urban,18,Clear,62181,Motorcycle,1
California,Urban,18,Clear,62181,2-Door Sedan/Hardtop/Coupe,1
California,Urban,18,Clear,62181,4-Door Sedan/Hardtop,1
New Mexico,Urban,23,Clear,350244,4-Door Sedan/Hardtop,1
Texas,Urban,2,Clear,480809,Standard Pickup,1
Texas,Urban,20,Clear,480050,2-Door Sedan/Hardtop/Coupe,1
Arkansas,Urban,1,Clear,50135,Motorcycle,1
New Jersey,Urban,18,Clear,340385,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
New Jersey,Urban,18,Clear,340385,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Tennessee,Urban,3,Clear,470520,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Oregon,Urban,1,Clear,410296,Utility Station Wagon,1
Utah,Urban,22,Clear,490059,4-Door Sedan/Hardtop,1
Texas,Urban,21,Clear,480256,Motorcycle,1
Tennessee,Urban,17,Clear,470970,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Alabama,Urban,17,Clear,10045,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
Minnesota,Urban,20,Clear,270247,Motorcycle,1
Arizona,Urban,14,Clear,40475,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Oregon,Urban,16,Clear,410319,4-Door Sedan/Hardtop,1
Louisiana,Urban,8,Clear,220069,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Idaho,Urban,16,Clear,160024,Standard Pickup,1
Georgia,Urban,7,Clear,130619,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Oklahoma,Urban,14,Clear,400124,Utility Station Wagon,1
Tennessee,Urban,11,Clear,470496,4-Door Sedan/Hardtop,1
Tennessee,Urban,6,Clear,470123,Motorcycle,1
West Virginia,Urban,13,Clear,540192,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
California,Urban,14,Clear,60367,Motorcycle,1
New York,Urban,7,Clear,360374,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Washington,Urban,7,Clear,530378,Motorcycle,1
Missouri,Urban,10,Clear,290825,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
New Jersey,Urban,11,Clear,340288,Minivan,1
California,Urban,14,Clear,60221,Motorcycle,1
Florida,Urban,23,Clear,120078,Motorcycle,1
Kentucky,Urban,16,Clear,210559,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Georgia,Urban,20,Clear,130789,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Georgia,Urban,15,Clear,131017,Single Unit Straight Truck or Cab-Chassis (GVWR Unknown) (Since 2011),1
North Carolina,Urban,15,Clear,371004,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Illinois,Urban,13,Clear,170592,Utility Station Wagon,1
Florida,Urban,11,Clear,121418,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arizona,Urban,13,Clear,40047,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,12,Clear,121059,Motorcycle,1
Georgia,Urban,16,Clear,130583,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Georgia,Urban,11,Clear,130773,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Maryland,Urban,15,Clear,240193,Other Van Type (Hi-Cube Van),1
Utah,Urban,19,Clear,490136,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
Tennessee,Urban,17,Clear,470775,Standard Pickup,1
Arkansas,Urban,18,Clear,50316,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
California,Rural,23,Clear,61048,Minivan,1
Idaho,Rural,22,Clear,160148,Minivan,1
Texas,Rural,4,Clear,481743,Standard Pickup,1
West Virginia,Rural,23,Clear,540098,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Tennessee,Rural,3,Clear,470509,4-Door Sedan/Hardtop,1
Tennessee,Rural,3,Clear,470509,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Utah,Rural,7,Clear,490140,Standard Pickup,2
New Mexico,Rural,18,Clear,350262,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Missouri,Rural,19,Clear,290660,Standard Pickup,1
Tennessee,Rural,3,Clear,470696,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Kentucky,Rural,7,Clear,210513,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,4,Clear,122005,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Wyoming,Rural,4,Clear,560009,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Georgia,Rural,14,Clear,130648,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Montana,Rural,2,Clear,300033,Utility Station Wagon,1
Arizona,Rural,17,Clear,40495,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
Utah,Rural,13,Clear,490176,Motorcycle,1
New Mexico,Rural,11,Clear,350101,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
North Carolina,Urban,23,Clear,370396,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Arizona,Rural,5,Clear,40291,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arizona,Rural,6,Clear,40003,4-Door Sedan/Hardtop,1
California,Rural,5,Clear,61415,4-Door Sedan/Hardtop,1
Washington,Rural,6,Clear,530211,4-Door Sedan/Hardtop,1
South Carolina,Rural,17,Clear,450735,"Single-Unit Straight Truck or Cab-Chassis (19,500 lbs < GVWR <=
26,000 lbs) (Since 2011)",1
New Mexico,Rural,16,Clear,350183,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Indiana,Rural,13,Clear,180049,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
South Carolina,Rural,12,Clear,450604,Motorcycle,1
Texas,Rural,11,Clear,482729,Motorcycle,1
Alabama,Rural,11,Clear,10517,Motorcycle,1
Illinois,Rural,5,Clear,170449,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Texas,Rural,22,Clear,482766,Standard Pickup,1
Florida,Rural,12,Clear,121587,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Arizona,Rural,13,Clear,40458,Minivan,1
Ohio,Rural,13,Clear,390442,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Illinois,Urban,23,Clear,170082,Standard Pickup,1
Montana,Rural,3,Clear,300166,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
California,Rural,1,Clear,61207,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Washington,Rural,18,Clear,530251,3-Door/2-Door Hatchback,1
Illinois,Rural,8,Clear,170166,4-Door Sedan/Hardtop,1
Nevada,Rural,8,Clear,320033,Motorcycle,1
Mississippi,Rural,4,Clear,280337,Utility Station Wagon,1
Pennsylvania,Rural,4,Clear,420196,Station Wagon (Excluding Van and Truck-Based),1
